publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2027-03-17,09:00,VID-20270317-1,long,Hey Diddle Diddle,rhyme,"a market square with striped awnings, early morning","mauve, straw, dove grey",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270317-1 --rhyme hey_diddle --format long
2027-03-17,13:00,SHT-20270317-2,short,"Mary, Mary, Quite Contrary",rhyme,a mossy woodland clearing with dappled sunlight,"seafoam, coral, linen",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270317-2 --rhyme mary_contrary --format short
2027-03-17,17:00,VID-20270317-3,long,Ring a Ring o' Roses,rhyme,a sandy cove with gentle waves and rock pools,"deep indigo, soft gold, cream","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270317-3 --rhyme ring_roses --format long
2027-03-17,21:00,SHT-20270317-4,short,Old MacDonald Had a Farm,rhyme,a greenhouse full of seedlings and watering cans,"sage green, warm terracotta, oat",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270317-4 --rhyme old_macdonald --format short
2027-03-18,09:00,VID-20270318-1,long,Diddle Diddle Dumpling,rhyme,a bakery window with warm light and round loaves,"dusty blue, buttermilk, pale coral",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270318-1 --rhyme diddle_dumpling --format long
2027-03-18,13:00,SHT-20270318-2,short,Curly Locks,rhyme,a wildflower field with a low stone wall,"plum, mustard, soft grey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270318-2 --rhyme curly_locks --format short
2027-03-18,17:00,VID-20270318-3,long,The Farmer in the Dell,rhyme,a train platform in a tiny country station,"forest green, cream, honey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270318-3 --rhyme farmer_dell --format long
2027-03-18,21:00,SHT-20270318-4,short,Bobby Shafto's Gone to Sea,rhyme,a hillside sheep pasture under drifting clouds,"lavender, mint, warm white",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270318-4 --rhyme bobby_shafto --format short
2027-03-19,09:00,VID-20270319-1,long,Frere Jacques (Are You Sleeping?),rhyme,a cobbled lane with window boxes and a blue door,"soft teal, apricot, ivory",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270319-1 --rhyme frere_jacques --format long
2027-03-19,13:00,SHT-20270319-2,short,The Muffin Man,rhyme,a frozen pond with soft snow on the reeds,"clay pink, olive, sand",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270319-2 --rhyme muffin_man --format short
2027-03-19,17:00,VID-20270319-3,long,"Star Light, Star Bright",rhyme,"a rope bridge over a shallow, sunny stream","midnight blue, silver, pale rose",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270319-3 --rhyme star_light --format long
2027-03-19,21:00,SHT-20270319-4,short,Hickory Dickory Dock,rhyme,a hay loft with warm light through the slats,"moss green, butter yellow, chalk",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270319-4 --rhyme hickory_dickory --format short
2027-03-20,09:00,VID-20270320-1,long,Cock-a-Doodle-Doo,rhyme,a quiet hilltop meadow under a wide evening sky,"russet, cream, slate blue",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270320-1 --rhyme cock_doodle --format long
2027-03-20,13:00,SHT-20270320-2,short,Lavender's Blue,rhyme,a cosy wooden treehouse with round windows,"periwinkle, peach, warm grey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270320-2 --rhyme lavenders_blue --format short
2027-03-20,17:00,VID-20270320-3,long,Jack and Jill,rhyme,a small harbour where painted boats bob at their moorings,"deep plum, sage, oatmeal",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270320-3 --rhyme jack_jill --format long
2027-03-20,21:00,SHT-20270320-4,short,"Baa, Baa, Black Sheep",rhyme,a sunlit kitchen garden with tall sunflowers,"denim blue, wheat, soft white",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270320-4 --rhyme baa_baa --format short
2027-03-21,09:00,VID-20270321-1,long,"Twinkle, Twinkle, Little Star",rhyme,a snowy village square with warm lantern light,"pine green, copper, bone",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270321-1 --rhyme twinkle --format long
2027-03-21,13:00,SHT-20270321-2,short,Humpty Dumpty,rhyme,a riverbank where willows dip into slow water,"mauve, straw, dove grey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270321-2 --rhyme humpty --format short
2027-03-21,17:00,VID-20270321-3,long,The Muffin Man,rhyme,a friendly red barn at the edge of a green field,"seafoam, coral, linen",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270321-3 --rhyme muffin_man --format long
2027-03-21,21:00,SHT-20270321-4,short,Georgie Porgie,rhyme,a bright attic room full of soft toys and books,"deep indigo, soft gold, cream",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270321-4 --rhyme georgie_porgie --format short
2027-03-22,09:00,VID-20270322-1,long,Wee Willie Winkie,rhyme,a windmill on a low hill with long grass,"sage green, warm terracotta, oat",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270322-1 --rhyme wee_willie --format long
2027-03-22,13:00,SHT-20270322-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a duck pond ringed with smooth grey stones,"dusty blue, buttermilk, pale coral","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270322-2 --rhyme peter_pumpkin --format short
2027-03-22,17:00,VID-20270322-3,long,Little Bo-Peep,rhyme,an orchard of short apple trees in soft afternoon light,"plum, mustard, soft grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270322-3 --rhyme bo_peep --format long
2027-03-22,21:00,SHT-20270322-4,short,There Was an Old Woman Who Lived in a Shoe,rhyme,a lighthouse keeper's cottage above a calm bay,"forest green, cream, honey",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270322-4 --rhyme old_woman_shoe --format short
2027-03-23,09:00,VID-20270323-1,long,Ding Dong Bell,rhyme,"a market square with striped awnings, early morning","lavender, mint, warm white",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270323-1 --rhyme ding_dong_bell --format long
2027-03-23,13:00,SHT-20270323-2,short,Polly Put the Kettle On,rhyme,a mossy woodland clearing with dappled sunlight,"soft teal, apricot, ivory",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270323-2 --rhyme polly_kettle --format short
2027-03-23,17:00,VID-20270323-3,long,Bobby Shafto's Gone to Sea,rhyme,a sandy cove with gentle waves and rock pools,"clay pink, olive, sand",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270323-3 --rhyme bobby_shafto --format long
2027-03-23,21:00,SHT-20270323-4,short,Little Jack Horner,rhyme,a greenhouse full of seedlings and watering cans,"midnight blue, silver, pale rose",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270323-4 --rhyme jack_horner --format short
2027-03-24,09:00,VID-20270324-1,long,The Grand Old Duke of York,rhyme,a bakery window with warm light and round loaves,"moss green, butter yellow, chalk",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270324-1 --rhyme duke_york --format long
2027-03-24,13:00,SHT-20270324-2,short,Hot Cross Buns,rhyme,a wildflower field with a low stone wall,"russet, cream, slate blue",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270324-2 --rhyme hot_cross_buns --format short
2027-03-24,17:00,VID-20270324-3,long,Georgie Porgie,rhyme,a train platform in a tiny country station,"periwinkle, peach, warm grey",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270324-3 --rhyme georgie_porgie --format long
2027-03-24,21:00,SHT-20270324-4,short,Diddle Diddle Dumpling,rhyme,a hillside sheep pasture under drifting clouds,"deep plum, sage, oatmeal",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270324-4 --rhyme diddle_dumpling --format short
2027-03-25,09:00,VID-20270325-1,long,There Was an Old Woman Who Lived in a Shoe,rhyme,a cobbled lane with window boxes and a blue door,"denim blue, wheat, soft white",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270325-1 --rhyme old_woman_shoe --format long
2027-03-25,13:00,SHT-20270325-2,short,Three Blind Mice,rhyme,a frozen pond with soft snow on the reeds,"pine green, copper, bone",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270325-2 --rhyme three_mice --format short
2027-03-25,17:00,VID-20270325-3,long,Yankee Doodle,rhyme,"a rope bridge over a shallow, sunny stream","mauve, straw, dove grey",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270325-3 --rhyme yankee_doodle --format long
2027-03-25,21:00,SHT-20270325-4,short,Pop Goes the Weasel,rhyme,a hay loft with warm light through the slats,"seafoam, coral, linen",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270325-4 --rhyme pop_weasel --format short
2027-03-26,09:00,VID-20270326-1,long,"Mary, Mary, Quite Contrary",rhyme,a quiet hilltop meadow under a wide evening sky,"deep indigo, soft gold, cream",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270326-1 --rhyme mary_contrary --format long
2027-03-26,13:00,SHT-20270326-2,short,"Row, Row, Row Your Boat",rhyme,a cosy wooden treehouse with round windows,"sage green, warm terracotta, oat",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270326-2 --rhyme row_row --format short
2027-03-26,17:00,VID-20270326-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"dusty blue, buttermilk, pale coral",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270326-3 --rhyme itsy_bitsy --format long
2027-03-26,21:00,SHT-20270326-4,short,The Farmer in the Dell,rhyme,a sunlit kitchen garden with tall sunflowers,"plum, mustard, soft grey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270326-4 --rhyme farmer_dell --format short
2027-03-27,09:00,VID-20270327-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"forest green, cream, honey","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270327-1 --rhyme one_two_buckle --format long
2027-03-27,13:00,SHT-20270327-2,short,Mary Had a Little Lamb,rhyme,a riverbank where willows dip into slow water,"lavender, mint, warm white",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270327-2 --rhyme mary_lamb --format short
2027-03-27,17:00,VID-20270327-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"soft teal, apricot, ivory",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270327-3 --rhyme old_king_cole --format long
2027-03-27,21:00,SHT-20270327-4,short,"One, Two, Buckle My Shoe",counting,a bright attic room full of soft toys and books,"clay pink, olive, sand",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270327-4 --rhyme one_two_buckle --format short
2027-03-28,09:00,VID-20270328-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"midnight blue, silver, pale rose",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270328-1 --rhyme simple_simon --format long
2027-03-28,13:00,SHT-20270328-2,short,London Bridge Is Falling Down,rhyme,a duck pond ringed with smooth grey stones,"moss green, butter yellow, chalk",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270328-2 --rhyme london_bridge --format short
2027-03-28,17:00,VID-20270328-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"russet, cream, slate blue",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270328-3 --rhyme baa_baa --format long
2027-03-28,21:00,SHT-20270328-4,short,Oranges and Lemons,rhyme,a lighthouse keeper's cottage above a calm bay,"periwinkle, peach, warm grey",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270328-4 --rhyme oranges_lemons --format short
2027-03-29,09:00,VID-20270329-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","deep plum, sage, oatmeal",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270329-1 --rhyme rock_a_bye --format long
2027-03-29,13:00,SHT-20270329-2,short,"Star Light, Star Bright",rhyme,a mossy woodland clearing with dappled sunlight,"denim blue, wheat, soft white",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270329-2 --rhyme star_light --format short
2027-03-29,17:00,VID-20270329-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"pine green, copper, bone",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270329-3 --rhyme jack_nimble --format long
2027-03-29,21:00,SHT-20270329-4,short,Frere Jacques (Are You Sleeping?),rhyme,a greenhouse full of seedlings and watering cans,"mauve, straw, dove grey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270329-4 --rhyme frere_jacques --format short
2027-03-30,09:00,VID-20270330-1,long,Little Jack Horner,rhyme,a bakery window with warm light and round loaves,"seafoam, coral, linen",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270330-1 --rhyme jack_horner --format long
2027-03-30,13:00,SHT-20270330-2,short,Old King Cole,rhyme,a wildflower field with a low stone wall,"deep indigo, soft gold, cream",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270330-2 --rhyme old_king_cole --format short
2027-03-30,17:00,VID-20270330-3,long,Hickory Dickory Dock,rhyme,a train platform in a tiny country station,"sage green, warm terracotta, oat",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270330-3 --rhyme hickory_dickory --format long
2027-03-30,21:00,SHT-20270330-4,short,"Rain, Rain, Go Away",rhyme,a hillside sheep pasture under drifting clouds,"dusty blue, buttermilk, pale coral",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270330-4 --rhyme rain_go_away --format short
2027-03-31,09:00,VID-20270331-1,long,Old MacDonald Had a Farm,rhyme,a cobbled lane with window boxes and a blue door,"plum, mustard, soft grey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270331-1 --rhyme old_macdonald --format long
2027-03-31,13:00,SHT-20270331-2,short,Yankee Doodle,rhyme,a frozen pond with soft snow on the reeds,"forest green, cream, honey",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270331-2 --rhyme yankee_doodle --format short
2027-03-31,17:00,VID-20270331-3,long,Three Blind Mice,rhyme,"a rope bridge over a shallow, sunny stream","lavender, mint, warm white",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270331-3 --rhyme three_mice --format long
2027-03-31,21:00,SHT-20270331-4,short,Jack Be Nimble,rhyme,a hay loft with warm light through the slats,"soft teal, apricot, ivory","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270331-4 --rhyme jack_nimble --format short
2027-04-01,09:00,VID-20270401-1,long,Curly Locks,rhyme,a quiet hilltop meadow under a wide evening sky,"clay pink, olive, sand",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270401-1 --rhyme curly_locks --format long
2027-04-01,13:00,SHT-20270401-2,short,"Twinkle, Twinkle, Little Star",rhyme,a cosy wooden treehouse with round windows,"midnight blue, silver, pale rose",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270401-2 --rhyme twinkle --format short
2027-04-01,17:00,VID-20270401-3,long,"Hush, Little Baby",lullaby,a small harbour where painted boats bob at their moorings,"moss green, butter yellow, chalk",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270401-3 --rhyme hush_little_baby --format long
2027-04-01,21:00,SHT-20270401-4,short,Little Bo-Peep,rhyme,a sunlit kitchen garden with tall sunflowers,"russet, cream, slate blue",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270401-4 --rhyme bo_peep --format short
2027-04-02,09:00,VID-20270402-1,long,Skip to My Lou,rhyme,a snowy village square with warm lantern light,"periwinkle, peach, warm grey",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270402-1 --rhyme skip_to_lou --format long
2027-04-02,13:00,SHT-20270402-2,short,Cock-a-Doodle-Doo,rhyme,a riverbank where willows dip into slow water,"deep plum, sage, oatmeal",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270402-2 --rhyme cock_doodle --format short
2027-04-02,17:00,VID-20270402-3,long,Oranges and Lemons,rhyme,a friendly red barn at the edge of a green field,"denim blue, wheat, soft white",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270402-3 --rhyme oranges_lemons --format long
2027-04-02,21:00,SHT-20270402-4,short,Hey Diddle Diddle,rhyme,a bright attic room full of soft toys and books,"pine green, copper, bone",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270402-4 --rhyme hey_diddle --format short
2027-04-03,09:00,VID-20270403-1,long,London Bridge Is Falling Down,rhyme,a windmill on a low hill with long grass,"mauve, straw, dove grey",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270403-1 --rhyme london_bridge --format long
2027-04-03,13:00,SHT-20270403-2,short,Ding Dong Bell,rhyme,a duck pond ringed with smooth grey stones,"seafoam, coral, linen",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270403-2 --rhyme ding_dong_bell --format short
2027-04-03,17:00,VID-20270403-3,long,Hot Cross Buns,rhyme,an orchard of short apple trees in soft afternoon light,"deep indigo, soft gold, cream",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270403-3 --rhyme hot_cross_buns --format long
2027-04-03,21:00,SHT-20270403-4,short,Wee Willie Winkie,rhyme,a lighthouse keeper's cottage above a calm bay,"sage green, warm terracotta, oat",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270403-4 --rhyme wee_willie --format short
2027-04-04,09:00,VID-20270404-1,long,Mary Had a Little Lamb,rhyme,"a market square with striped awnings, early morning","dusty blue, buttermilk, pale coral",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270404-1 --rhyme mary_lamb --format long
2027-04-04,13:00,SHT-20270404-2,short,"Tom, Tom, the Piper's Son",rhyme,a mossy woodland clearing with dappled sunlight,"plum, mustard, soft grey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270404-2 --rhyme tom_piper --format short
2027-04-04,17:00,VID-20270404-3,long,"Row, Row, Row Your Boat",rhyme,a sandy cove with gentle waves and rock pools,"forest green, cream, honey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270404-3 --rhyme row_row --format long
2027-04-04,21:00,SHT-20270404-4,short,Jack and Jill,rhyme,a greenhouse full of seedlings and watering cans,"lavender, mint, warm white",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270404-4 --rhyme jack_jill --format short
2027-04-05,09:00,VID-20270405-1,long,"Rain, Rain, Go Away",rhyme,a bakery window with warm light and round loaves,"soft teal, apricot, ivory",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270405-1 --rhyme rain_go_away --format long
2027-04-05,13:00,SHT-20270405-2,short,The Itsy Bitsy Spider,rhyme,a wildflower field with a low stone wall,"clay pink, olive, sand",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270405-2 --rhyme itsy_bitsy --format short
2027-04-05,17:00,VID-20270405-3,long,Lavender's Blue,rhyme,a train platform in a tiny country station,"midnight blue, silver, pale rose","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270405-3 --rhyme lavenders_blue --format long
2027-04-05,21:00,SHT-20270405-4,short,Skip to My Lou,rhyme,a hillside sheep pasture under drifting clouds,"moss green, butter yellow, chalk",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270405-4 --rhyme skip_to_lou --format short
2027-04-06,09:00,VID-20270406-1,long,Humpty Dumpty,rhyme,a cobbled lane with window boxes and a blue door,"russet, cream, slate blue",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270406-1 --rhyme humpty --format long
2027-04-06,13:00,SHT-20270406-2,short,The Grand Old Duke of York,rhyme,a frozen pond with soft snow on the reeds,"periwinkle, peach, warm grey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270406-2 --rhyme duke_york --format short
2027-04-06,17:00,VID-20270406-3,long,Polly Put the Kettle On,rhyme,"a rope bridge over a shallow, sunny stream","deep plum, sage, oatmeal",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270406-3 --rhyme polly_kettle --format long
2027-04-06,21:00,SHT-20270406-4,short,"Pat-a-Cake, Pat-a-Cake",rhyme,a hay loft with warm light through the slats,"denim blue, wheat, soft white",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270406-4 --rhyme pat_a_cake --format short
2027-04-07,09:00,VID-20270407-1,long,Pop Goes the Weasel,rhyme,a quiet hilltop meadow under a wide evening sky,"pine green, copper, bone",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270407-1 --rhyme pop_weasel --format long
2027-04-07,13:00,SHT-20270407-2,short,Little Miss Muffet,rhyme,a cosy wooden treehouse with round windows,"mauve, straw, dove grey",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270407-2 --rhyme miss_muffet --format short
2027-04-07,17:00,VID-20270407-3,long,"Peter, Peter, Pumpkin Eater",rhyme,a small harbour where painted boats bob at their moorings,"seafoam, coral, linen",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270407-3 --rhyme peter_pumpkin --format long
2027-04-07,21:00,SHT-20270407-4,short,This Little Piggy,rhyme,a sunlit kitchen garden with tall sunflowers,"deep indigo, soft gold, cream",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270407-4 --rhyme this_piggy --format short
2027-04-08,09:00,VID-20270408-1,long,"Pat-a-Cake, Pat-a-Cake",rhyme,a snowy village square with warm lantern light,"sage green, warm terracotta, oat",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270408-1 --rhyme pat_a_cake --format long
2027-04-08,13:00,SHT-20270408-2,short,Ring a Ring o' Roses,rhyme,a riverbank where willows dip into slow water,"dusty blue, buttermilk, pale coral",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270408-2 --rhyme ring_roses --format short
2027-04-08,17:00,VID-20270408-3,long,This Little Piggy,rhyme,a friendly red barn at the edge of a green field,"plum, mustard, soft grey",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270408-3 --rhyme this_piggy --format long
2027-04-08,21:00,SHT-20270408-4,short,Simple Simon,rhyme,a bright attic room full of soft toys and books,"forest green, cream, honey",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270408-4 --rhyme simple_simon --format short
2027-04-09,09:00,VID-20270409-1,long,Little Miss Muffet,rhyme,a windmill on a low hill with long grass,"lavender, mint, warm white",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270409-1 --rhyme miss_muffet --format long
2027-04-09,13:00,SHT-20270409-2,short,"Mary, Mary, Quite Contrary",rhyme,a duck pond ringed with smooth grey stones,"soft teal, apricot, ivory",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270409-2 --rhyme mary_contrary --format short
2027-04-09,17:00,VID-20270409-3,long,"Tom, Tom, the Piper's Son",rhyme,an orchard of short apple trees in soft afternoon light,"clay pink, olive, sand",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270409-3 --rhyme tom_piper --format long
2027-04-09,21:00,SHT-20270409-4,short,Old MacDonald Had a Farm,rhyme,a lighthouse keeper's cottage above a calm bay,"midnight blue, silver, pale rose",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270409-4 --rhyme old_macdonald --format short
2027-04-10,09:00,VID-20270410-1,long,Hey Diddle Diddle,rhyme,"a market square with striped awnings, early morning","moss green, butter yellow, chalk",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270410-1 --rhyme hey_diddle --format long
2027-04-10,13:00,SHT-20270410-2,short,Curly Locks,rhyme,a mossy woodland clearing with dappled sunlight,"russet, cream, slate blue","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270410-2 --rhyme curly_locks --format short
2027-04-10,17:00,VID-20270410-3,long,Ring a Ring o' Roses,rhyme,a sandy cove with gentle waves and rock pools,"periwinkle, peach, warm grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270410-3 --rhyme ring_roses --format long
